DESTINATION,COMMERCIAL FLAG,CITY,REGION,COUNTRY,FLIGH DIRECTION,FLIGHT TYPE,DATE,DATE YEAR,DATE HALF YEAR,DATE YEAR QUARTER,DATE YEAR MONTH,NBR OF PASSENGERS,CARGO WEIGHT,NBR OF FLIGHTS,SEAT CAPACITY
Donetsk,Commercial,Donetsk,,Ukraine,Incoming,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,0,0,3,0
Donetsk,Commercial,Donetsk,,Ukraine,Outgoing,Non Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,0,4823,3,0
Donetsk,Commercial,Donetsk,,Ukraine,Incoming,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,0,0,1,0
Donetsk,Commercial,Donetsk,,Ukraine,Outgoing,Non Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,0,1438,1,0
Donetsk,Commercial,Donetsk,,Ukraine,Incoming,Non Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,0,0,1,200
Donetsk,Commercial,Donetsk,,Ukraine,Incoming,Non Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,0,0,2,50
Donetsk,Commercial,Donetsk,,Ukraine,Outgoing,Non Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,0,1438,1,0
Donetsk,Commercial,Donetsk,,Ukraine,Outgoing,Non Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,0,0,2,0
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Non Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,0,93,1,0
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Non Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,72,0,1,100
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Non Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,0,0,1,156
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,3573,0,26,4296
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,4155,0,31,4673
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,2833,0,20,3120
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,2296,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,1508,0,13,1951
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2012.03.01,2012,2012H1,2012Q1,201203,3577,0,26,4296
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,2553,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,3028,0,22,3432
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,2109,0,16,2496
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,1966,0,16,2482
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,2409,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,1453,0,14,2093
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,2404,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,4375,0,31,5172
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,2439,0,18,3000
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,2037,0,16,2496
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,4493,0,32,5016
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,1603,0,13,1937
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,4205,0,30,4968
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,2219,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,2088,0,14,2184
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,1926,0,14,2177
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,2243,0,16,2489
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,3446,0,27,4212
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,2429,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,4092,0,31,4836
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,3904,0,30,4680
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,2206,0,19,2964
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,2388,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,2354,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.11.01,2011,2011H2,2011Q4,201111,2386,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,2660,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,2384,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,4049,0,30,4680
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.02.01,2007,2007H1,2007Q1,200702,1930,0,15,2340
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,2191,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,1933,0,16,2496
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,2664,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,1954,0,15,2340
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,1887,0,13,4147
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,1632,0,16,2384
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,3008,0,22,3432
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,2832,0,21,3276
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,2298,0,18,2682
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.07.01,2011,2011H2,2011Q3,201107,2076,0,14,2184
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.03.01,2007,2007H1,2007Q1,200703,2410,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.12.01,2007,2007H2,2007Q4,200712,2139,0,19,2964
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,2443,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,2435,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,2479,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,2213,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,2349,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,2418,0,18,2682
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,1336,0,10,1511
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,2478,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,2282,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.05.01,2011,2011H1,2011Q2,201105,2531,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.11.01,2007,2007H2,2007Q4,200711,2185,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.02.01,2008,2008H1,2008Q1,200802,2025,0,16,2496
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,2162,0,17,2540
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,1619,0,13,1944
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.08.01,2010,2010H2,2010Q3,201008,2396,0,18,2682
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Non Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,0,0,1,180
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,2662,0,19,3108
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.01.01,2011,2011H1,2011Q1,201101,1933,0,16,2384
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.08.01,2011,2011H2,2011Q3,201108,1953,0,13,2028
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.06.01,2011,2011H1,2011Q2,201106,2534,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.04.01,2007,2007H1,2007Q2,200704,3596,0,27,4212
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,4272,0,30,4680
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,1957,0,16,2496
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,3021,0,21,3276
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,2299,0,19,2964
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,2416,0,18,2682
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,1793,0,16,2496
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,2562,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,2341,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,2434,0,18,2689
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Non Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,141,0,1,180
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.12.01,2011,2011H2,2011Q4,201112,1958,0,15,2340
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.10.01,2011,2011H2,2011Q4,201110,2659,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,4110,0,31,4836
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,2736,0,21,3276
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.10.01,2008,2008H2,2008Q4,200810,2980,0,21,3276
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,2552,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,2478,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2012.05.01,2012,2012H1,2012Q2,201205,4313,0,31,5172
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,2454,0,18,3000
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,4410,0,31,4836
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,1620,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,1862,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,3252,0,23,3588
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,2434,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,2297,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,2197,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,1172,0,10,1490
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Non Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,0,0,1,0
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,164,0,1,180
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Non Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,133,0,1,180
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,4323,0,30,4992
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.09.01,2011,2011H2,2011Q3,201109,2508,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,4399,0,31,4829
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,3049,0,22,3432
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,3103,0,22,3432
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,3421,0,23,3588
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.07.01,2010,2010H2,2010Q3,201007,2235,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,2313,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,2211,0,18,2703
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2012.06.01,2012,2012H1,2012Q2,201206,4123,0,30,4992
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,2120,0,19,3108
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,4267,0,30,4673
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,4283,0,31,4836
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,2421,0,19,2964
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,2593,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.09.01,2009,2009H2,2009Q3,200909,2018,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,1697,0,14,2086
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,1657,0,13,1937
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,1874,0,15,2235
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,2247,0,17,2533
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2012.04.01,2012,2012H1,2012Q2,201204,4253,0,30,4968
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.03.01,2011,2011H1,2011Q1,201103,2455,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2011.02.01,2011,2011H1,2011Q1,201102,1832,0,14,2177
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.03.01,2008,2008H1,2008Q1,200803,2477,0,19,2964
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2008.01.01,2008,2008H1,2008Q1,200801,1908,0,18,2808
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.02.01,2009,2009H1,2009Q1,200902,1750,0,14,2177
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.11.01,2010,2010H2,2010Q4,201011,1925,0,15,2235
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,1558,0,12,1823
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.12.01,2010,2010H2,2010Q4,201012,1637,0,14,2086
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,2363,0,17,2540
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,1226,0,11,1660
Dortmund,Commercial,Dortmund,Germany ED,Germany,Outgoing,Scheduled,2010.10.01,2010,2010H2,2010Q4,201010,2532,0,18,2689
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2011.04.01,2011,2011H1,2011Q2,201104,2422,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,3904,0,30,4704
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.04.01,2008,2008H1,2008Q2,200804,2690,0,21,3276
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.09.01,2008,2008H2,2008Q3,200809,2861,0,20,3120
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,3093,0,21,3276
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,2345,0,17,2652
Dortmund,Commercial,Dortmund,Germany ED,Germany,Incoming,Scheduled,2010.09.01,2010,2010H2,2010Q3,201009,2252,0,17,2533
Dover,Commercial,Dover,USA KD,USA,Outgoing,Non Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,0,0,1,0
Dover,Commercial,Dover,USA KD,USA,Outgoing,Non Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,0,0,1,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2009.03.01,2009,2009H1,2009Q1,200903,0,0,1,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,0,0,4,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,0,0,2,0
Dover,Commercial,Dover,USA KD,USA,Outgoing,Non Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,0,0,2,0
Dover,Commercial,Dover,USA KD,USA,Outgoing,Non Scheduled,2010.04.01,2010,2010H1,2010Q2,201004,0,0,1,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2010.02.01,2010,2010H1,2010Q1,201002,0,0,4,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,0,0,4,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Scheduled,2012.02.01,2012,2012H1,2012Q1,201202,0,0,1,0
Dover,Commercial,Dover,USA KD,USA,Outgoing,Non Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,0,0,2,0
Dover,Commercial,Dover,USA KD,USA,Outgoing,Non Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,0,0,2,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Scheduled,2012.01.01,2012,2012H1,2012Q1,201201,0,0,1,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2009.04.01,2009,2009H1,2009Q2,200904,0,0,6,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2010.06.01,2010,2010H1,2010Q2,201006,0,0,2,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,0,0,4,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2009.11.01,2009,2009H2,2009Q4,200911,0,0,2,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2009.12.01,2009,2009H2,2009Q4,200912,0,0,3,0
Dover,Commercial,Dover,USA KD,USA,Incoming,Non Scheduled,2010.01.01,2010,2010H1,2010Q1,201001,0,0,3,0
Dresden,Commercial,Dresden,Germany ED,Germany,Incoming,Non Scheduled,2010.05.01,2010,2010H1,2010Q2,201005,31,0,1,31
Dresden,Commercial,Dresden,Germany ED,Germany,Incoming,Non Scheduled,2008.12.01,2008,2008H2,2008Q4,200812,0,0,1,123
Dresden,Commercial,Dresden,Germany ED,Germany,Outgoing,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,102,0,1,156
Dresden,Commercial,Dresden,Germany ED,Germany,Outgoing,Non Scheduled,2009.01.01,2009,2009H1,2009Q1,200901,0,0,1,189
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,643,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.06.01,2007,2007H1,2007Q2,200706,208,0,4,641
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2009.08.01,2009,2009H2,2009Q3,200908,707,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,152,0,5,945
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,628,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,0,0,1,189
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.07.01,2007,2007H2,2007Q3,200707,139,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.10.01,2007,2007H2,2007Q4,200710,116,0,4,753
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2008.11.01,2008,2008H2,2008Q4,200811,0,0,1,189
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2008.05.01,2008,2008H1,2008Q2,200805,292,0,3,567
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2008.06.01,2008,2008H1,2008Q2,200806,504,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2008.07.01,2008,2008H2,2008Q3,200807,844,0,5,945
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2009.06.01,2009,2009H1,2009Q2,200906,400,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2009.10.01,2009,2009H2,2009Q4,200910,134,0,1,189
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.09.01,2007,2007H2,2007Q3,200709,127,0,4,753
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2009.05.01,2009,2009H1,2009Q2,200905,409,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2008.08.01,2008,2008H2,2008Q3,200808,147,0,4,756
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Scheduled,2010.03.01,2010,2010H1,2010Q1,201003,0,0,1,0
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Non Scheduled,2007.05.01,2007,2007H1,2007Q2,200705,353,0,3,564
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.01.01,2007,2007H1,2007Q1,200701,85,0,1,174
Dubai,Commercial,Dubai,,United Arab Emirates,Incoming,Non Scheduled,2007.08.01,2007,2007H2,2007Q3,200708,250,0,5,942
Dubai,Commercial,Dubai,,United Arab Emirates,Outgoing,Scheduled,2009.07.01,2009,2009H2,2009Q3,200907,776,0,5,3024
